Family,Genus,species,sub.species,binomial,other.genera,other.species,other.names.sub.species,Source.of.taxonomy information,notes.on.taxonomy,Sexual.System,Karyotype,notes..Karyotype,Predicted.ploidy,female2N,male2N,notesMale2N,notes..comments,cite.key,,,,,,
Geometridae,Colostygia,aptata,,Colostygia aptata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Colostygia,didymata,,Colostygia didymata,,,,GBIF,Accepted,gonochorous,,,,,54,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Colostygia,olivata,,Colostygia olivata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Colostygia,parallelolineata,,Colostygia parallelolineata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Colostygia,pectinataria,,Colostygia pectinataria,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Cosmorhoe,ocellata,,Cosmorhoe ocellata,Lyncometra,ocellata,,Lepindex,Synonym,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Cusiala,stipitaria,karuizawensis,Cusiala stipitaria karuizawensis,,,,GBIF,Accepted,,,,,,60,,,"Saitoh, K., 1959. The chromosomes of some species of moths. The Japanese Journal of Genetics, 34(3), pp.84-87.",,,,,,
Geometridae,Cyclophora,albipunctata,,Cyclophora albipunctata,Zonosoma,pendularia,,Lepindex,Synonym,,,,,,62,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Geometridae,Cyclophora,sp.,,Cyclophora sp.,Zonosoma,sp.,,Lepindex,Synonym,,,,,,62,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Geometridae,Dysstroma,citrata,,Dysstroma citrata,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Dysstroma,latefasciata,,Dysstroma latefasciata,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Dysstroma,truncata,,Dysstroma truncata,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Ectropis,deodarae,,Ectropis deodarae,,,,GBIF,Accepted,,,,,,62,,,"Kaur, T. (1988). Chromosome numbers of thirty-one species of Indian Lepidoptera. Genetica 76: 191–193.",,,,,,
Geometridae,Epirrhoe,alternata,,Epirrhoe alternata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Epirrhoe,galiata,,Epirrhoe galiata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Epirrhoe,trista,,Epirrhoe trista,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Epirrita,christyi,,Epirrita christyi,Oporinia,christyi,,Lepindex,Synonym,gonochorous,,,,,62,,,"Harrison, J.H., 1933. The larvae of Oporinia christyi Prout and their variation. Entomologist, 66,pp.145–148.",,,,,,
Geometridae,Eulype,subhastata,,Eulype subhastata,Rheumaptera,subhastata,,,,gonochorous,,,,,,60-62,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Euphyia,corylata,,Euphyia corylata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Euphyia,cucullata,,Euphyia cucullata,,,,,,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Euphyia,luctuata,,Euphyia luctuata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Euphyia,unangulata,,Euphyia unangulata,,,,GBIF,Accepted,gonochorous,,,,,56,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Geometridae,sp.,,Geometridae sp.,,,,,,,,,,,64,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Geometridae,Hydrelia,flammeolaria,,Hydrelia flammeolaria,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Hydrelia,sylvata,,Hydrelia sylvata,Hydrelia,testaceata,,Lepindex,Synonym,gonochorous,,,,,26,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Hydriomena,furcata,,Hydriomena furcata,,,,GBIF,Accepted,gonochorous,,,,,56,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Hydriomena,impluviata,,Hydriomena impluviata,Hydriomena,coerulata,,GBIF,Synonym,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Hydriomena,ruberata,,Hydriomena ruberata,,,,GBIF,Accepted,,,,,,60,,,"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.",,,,,,
Geometridae,Hydriornena,ruberata,,Hydriornena ruberata,,,,Lepindex,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Hypomecis,punctinalis,,Hypomecis punctinalis,Pseudoboarmia,punctinalis,,Lepindex,Synonym,gonochorous,,,,,64,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Geometridae,Hypomecis,punctinalis,,Hypomecis punctinalis,Boarmia,consonaria,,GBIF,Synonym,,,,,,62,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Geometridae,Idaea,aversata,,Idaea aversata,,,,GBIF,Accepted,,,,,,52,,,"Thakur, R., 2013. Chromosome Studies on Four Species of Moths.Cytologia,78(3), pp.327-331.",,,,,,
Geometridae,Lambdina,fiscellaria,,Lambdina fiscellaria,,,,GBIF,Accepted,,,,,,76,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Geometridae,Lampropteryx,minna,,Lampropteryx minna,,,,GBIF,Accepted,gonochorous,,,,,34,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Lampropteryx,suffumata,,Lampropteryx suffumata,,,,GBIF,Accepted,gonochorous,,,,,64,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Larentia,autumnalis,,Larentia autumnalis,,,,,,,,,,,60,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Geometridae,Lycia,hirtaria,,Lycia hirtaria,,,,GBIF,Accepted,gonochorous,,,,,28,,,"Harrison, J.W.H. and Doncaster, L., 1914. On hybrids between moths of the geometrid sub-familybistoninae, with an account of the behaviour of the chromosomes in gametogenesis inLycia (biston) hirtaria, Ithysia (nyssla) zonaria and in their hybrids. Journal of Genetics, 3(4), pp.229-248.",,,,,,
Geometridae,Mesolenca,albicillata,,Mesolenca albicillata,,,,GBIF,Accepted,,,,,,62,,,"Robinson, R. (1971) Lepidoptera Genetics. Pergamon Press, Oxford, UK.",,,,,,
Geometridae,Mesoleuca,albicillata,,Mesoleuca albicillata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Nepytia,canosaria,,Nepytia canosaria,,,,GBIF,Accepted,,,,,,122,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Geometridae,Lycia,zonaria,,Lycia zonaria,Nyssia,zonaria,,Lepindex,Synonym,gonochorous,,,,,112,,,"Harrison, J.W.H. and Doncaster, L., 1914. On hybrids between moths of the geometrid sub-familybistoninae, with an account of the behaviour of the chromosomes in gametogenesis inLycia (biston) hirtaria, Ithysia (nyssla) zonaria and in their hybrids. Journal of Genetics, 3(4), pp.229-248.",,,,,,
Geometridae,Opisthograptis,luteolata,,Opisthograptis luteolata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Geometridae,Oporinia,autumnata,,Oporinia autumnata,,,,GBIF,Accepted,gonochorous,,,,,76,,,"Harrison, J.H., 1920. Genetical studies in the moths of the geometrid genusOporabia (Oporinia) with a special consideration of melanism in the lepidoptera. Journal of Genetics, 9(3), pp.195-280.",,,,,,
Geometridae,Oporinia,dilutata,,Oporinia dilutata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Harrison, J.H., 1920. Genetical studies in the moths of the geometrid genusOporabia (Oporinia) with a special consideration of melanism in the lepidoptera. Journal of Genetics, 9(3), pp.195-280.",,,,,,
Geometridae,Oporinia,filigrammaria,,Oporinia filigrammaria,,,,GBIF,Accepted,gonochorous,,,,,74,,,"Harrison, J.H., 1920. Genetical studies in the moths of the geometrid genusOporabia (Oporinia) with a special consideration of melanism in the lepidoptera. Journal of Genetics, 9(3), pp.195-280.",,,,,,
Geometridae,Ourapteryx,sambucaria,,Ourapteryx sambucaria,,,,GBIF,Accepted,,,,,,62,,,"Kernewitz, B., 1914. Über Spermiogenese bei Lepidopteren. Zoolog. Anz, 45.",,,,,,
Geometridae,Pelurga,comitata,,Pelurga comitata,,,,GBIF,Accepted,gonochorous,,,,,64,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Perizoma,affinitata,,Perizoma affinitata,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Perizoma,alchemillata,,Perizoma alchemillata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Perizoma,blandiata,,Perizoma blandiata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Perizoma,flavofasciata,,Perizoma flavofasciata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Perizoma,hydrata,,Perizoma hydrata,,,,GBIF,Accepted,gonochorous,,,,,50,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Perizoma,taeniata,,Perizoma taeniata,,,,GBIF,Accepted,gonochorous,,,,,64,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Phigalia,pilosaria,,Phigalia pilosaria,,,,GBIF,Accepted,gonochorous,,,,,224,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Geometridae,Plagodis,alcoolaria,,Plagodis alcoolaria,,,,GBIF,Accepted,,,,,,62,,,"Ennis, T.J. (1976). Sex chromatin and chromosome numbers in Lepidoptera. Can. J. Genet. Cytol. 18: 119–130.",,,,,,
Geometridae,Plemyria,rubiginata,,Plemyria rubiginata,Plemyria,bicolorata,,Lepindex,Synonym,gonochorous,,,,,,58-62,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Poecilopsis,pomonaria,,Poecilopsis pomonaria,,,,GBIF,Accepted,gonochorous,,,,,102,,,"Malan, D.E., 1918. Ergebnisse anatomischer Untersuchungen an Standfuss'schen Lepidopteren Bastards. Mitt. Ent., Zurich, 4, pp.201–260.",,,,,,
Geometridae,Psychophora,caesiata,,Psychophora caesiata,,,,,,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Psychophora,sabini,frigidaria,Psychophora sabini frigidaria,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Rheumaptera,hastata,,Rheumaptera hastata,Eulype,hastata,,Lepindex,Synonym,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Selenia,bilunaria,,Selenia bilunaria,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Geometridae,Selenia,lunaria,,Selenia lunaria,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Geometridae,Selenia,tetralunaria,,Selenia tetralunaria,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Regnart, H.C., 1933. Additions to our knowledge of chromosome numbers in the Lepidoptera. In Proc. Univ. Durham Phil. Soc (Vol. 9, pp. 79-83).",,,,,,
Geometridae,Thera,cognata,,Thera cognata,,,,GBIF,Accepted,gonochorous,,,,,40,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Thera,firmata,,Thera firmata,,,,GBIF,Accepted,gonochorous,,,,,38,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Thera,juniperata,,Thera juniperata,,,,GBIF,Accepted,gonochorous,,,,,60,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Thera,obeliscata,,Thera obeliscata,,,,GBIF,Accepted,gonochorous,,,,,26,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Thera,variata,,Thera variata,,,,GBIF,Accepted,gonochorous,,,,,26,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Xanthorhoe,fluctuata,,Xanthorhoe fluctuata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Xanthorhoe,montanata,,Xanthorhoe montanata,,,,GBIF,Accepted,gonochorous,,,,,,56-60,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Xanthorhoe,quadrifasciata,,Xanthorhoe quadrifasciata,,,,GBIF,Accepted,gonochorous,,,,,62,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Geometridae,Xanthorhoe,spadicearia,,Xanthorhoe spadicearia,,,,GBIF,Accepted,gonochorous,,,,,58,,,"Suomalainen, E., 1965. On the chromosomes of the geometrid moth genus Cidaria. Chromosoma, 16(2), pp.166-184.",,,,,,
Gracillariidae,Caloptilia,elongella,,Caloptilia elongella,Gracilaria,elongella,,GBIF,Synonym,,,,,,58,,,"Beliajeff, N.K., 1930. Die Chromosomenkomplexe und ihre Beziehung zur Phylogenie bei den Lepidopteren. Zeitschrift für induktive Abstammungs-und Vererbungslehre, 54(1), pp.369-399.",,,,,,
Gracillariidae,Caloptilia,rufipennella,,Caloptilia rufipennella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Cameraria,obliquifascia,,Cameraria obliquifascia,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Cameraria,ohridella,,Cameraria ohridella,,,,GBIF,Accepted,gonochorous,ZW,,,60,60,,,"De Prins, J., De Prins, W. and Dall’Asta, U., 2002. The karyotype of Cameraria ohridella (Lepidoptera: Gracillariidae).Phegea,30(3), pp.81-88.",,,,,,
Gracillariidae,Cameraria,saliciphaga,,Cameraria saliciphaga,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Gracillaria,syringella,,Gracillaria syringella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,acerifoliella,,Phyllonorycter acerifoliella,Phyllonorycter,sylvella,,GBIF,Synonym,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,cerasicolella,,Phyllonorycter cerasicolella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,connexella,,Phyllonorycter connexella,Phyllonorycter,asiatica,,GBIF,Synonym,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,dubitella,,Phyllonorycter dubitella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,lautella,,Phyllonorycter lautella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,populifoliella,,Phyllonorycter populifoliella,,,,GBIF,Accepted,,,,,,58,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,rajella,,Phyllonorycter rajella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,sorbi,,Phyllonorycter sorbi,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Gracillariidae,Phyllonorycter,ulmioliella,,Phyllonorycter ulmioliella,,,,GBIF,Accepted,,,,,,60,,,"Puplesiene, J. and Noreika, R., 1993. A brief karyological review of the Gracillariidae (Lepidoptera).Phegea,21(2), pp.55-63.",,,,,,
Hepialidae,Phymatopus,californicus,,Phymatopus californicus,,,,GBIF,Accepted,,ZO,,,63,64,,,"Jiráková, I. and Bud?jovice, ?., JIHO?ESKÁ UNIVERZITA V ?ESKÝCH BUD?JOVICÍCH P?ÍRODOV?DECKÁ FAKULTA.",,,,,,
Hesperiidae,Achalarus,casica,,Achalarus casica,,,,GBIF,Accepted,,,,,,58,,,"Lukhtanov, V.A., 2014. Chromosome number evolution in skippers (Lepidoptera, Hesperiidae).†Comparative Cytogenetics,†8(4), p.275.",,,,,,
Hesperiidae,Achalarus,lyciadas,,Achalarus lyciadas,,,,GBIF,Accepted,,,,,,62,,This chromosome number was taken from personnal communications between Roy Robinson and Zdravko Lorkovic in 1966.,robinson1971karyology,,,,,,
Hesperiidae,Achalarus,lyciades,,Achalarus lyciades,,,,GBIF,Accepted,,,,,,62,,,"Lukhtanov, V. (2014). Chromosome number evolution in skippers (Lepidoptera, Hesperiidae). Comp Cytogenet 8: 275–291.",,,,,,
Hesperiidae,Achalarus,toxeus,,Achalarus toxeus,,,,GBIF,Accepted,,,,,,32,,,"Maeki, K. and Remington, C. L., 1960. Studies of the chromosomes of north American Rhopalocera. 2. Hesperiidae, Megathymidae and Pieridae. J. Lepid. Soc.,14, pp.37-57.",,,,,,
Hesperiidae,Achlyodes,pallida,,Achlyodes pallida,,,,GBIF,Accepted,,,,,,30,,,"De Lesse, H., 1967. Les nombres de chromosomes chez les Lépidoptères Rhopalocères néotropicaux.Ann. Soc. Ent. Fr.(NS),3, pp.67-136.",,,,,,
